"rodne_nid","rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith","diam_cm_1911","live_in_1911","age_in_1911","ci_1911_diam_lower","predicted_1911_diam","ci_1911_diam_upper"
111,"G01",67,"G010108_new","Grayback Creek","GB01_067_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",41.1016088700338,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,4.68503937007874,0.297263229453207,0.119716463442652,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-74.647978679063,-37.3239893395315,-15.4908551985894,-51.4873579583693,-25.7436789791847,-10.6845921457581,1977,1988,1977,1988,1918,100,117,160,1801,NA,"Yes",110,17.6677397165605,35.2148141088088,41.366233
112,"G01",70,"G010112_new","Grayback Creek","GB01_070_01_new","1_new",1,104,"Hardwood","G","density",0.1,NA,"NO","ARME",39.7936278957018,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,9.64566929133858,0.94391261086494,0.507448677222315,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,45,116,160,1802,NA,"Yes",109,17.6677397165605,35.0013818145227,41.366233
113,"G01",71,"G010114_new","Grayback Creek","GB01_071_01_new","1_new",1,70,"Hardwood","G","density",0.1,NA,"NO","ARME",21.2045516315819,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,7.32283464566929,0.607416750550542,0.292473043518254,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,45,86,177,1858,NA,"Yes",53,9.91378163169715,13.0234850985643,14.9969784370279
114,"G01",72,"G010116_new","Grayback Creek","GB01_072_01_new","1_new",1,67,"Hardwood","G","density",0.1,NA,"NO","ARME",26.2780905259581,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,7.71653543307087,0.660504479895363,0.324767153422282,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,45,75,177,1869,NA,"Yes",42,5.01878933728249,7.87218868894516,10.0547731729638
115,"G01",74,"G010120_new","Grayback Creek","GB01_074_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",42.6267099835551,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,5.5511811023622,0.389956921900511,0.168073088743971,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.504947450749,-17.2524737253745,-7.16042355135339,1991,1997,1991,1997,1927,100,106,160,1821,NA,"Yes",90,19.986387921351,22.3888460432392,32.6663942798774
116,"G01",77,"G010123_new","Grayback Creek","GB01_077_01_new","1_new",1,116,"Hardwood","G","density",0.1,NA,"NO","ARME",38.8807496093701,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,12.7952755905512,1.48347226437119,0.892949046757302,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,45,111,160,1806,NA,"Yes",105,17.6677397165605,34.3996386490974,41.366233
117,"G01",81,"G010134_new","Grayback Creek","GB01_081_01_new","1_new",1,174,"Hardwood","G","density",0.1,NA,"NO","ARME",73.1974590154567,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,6,568,776,208,784,6.2992125984252,0.477373191029495,0.216421260089817,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.504947450749,-17.2524737253745,-7.16042355135339,1991,1997,1991,1997,1927,79,92,140,1835,NA,"Yes",76,35.3859928736336,58.4576473449253,67.6021648529752
118,"G01",92,"G010158_new","Grayback Creek","GB01_092_04_new","4_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",18.9565957768512,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1374851.125,"Mid Slope",NA,2014,3,568,776,208,784,0.984251968503937,0.024488944517889,0.00528372217016155,158,338,274,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45100927,42.14707493,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1929,45,86,177,1843,NA,"Yes",68,12.6218392188629,14.7009545935071,16.6726262515128
119,"G02",2,"G020010_new","Grayback Creek","GB02_002_01_new","1_new",1,32,"Hardwood","G","density",0.1,NA,"NO","LIDE",12.5206412852484,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365469.25,"Mid Slope",NA,2014,3,568,783,215,738,5.11811023622047,0.342432847395884,0.142871847481168,57,317,297,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45257044,42.14538389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,80,97,106,1820,NA,"Yes",91,8.729353,25.5354347204284,32
120,"G02",50,"G020069_new","Grayback Creek","GB02_050_01_new","1_new",1,70,"Hardwood","G","density",0.1,NA,"NO","LIDE",25.2676419413054,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365469.25,"Mid Slope",NA,2014,3,568,783,215,738,8.85826771653543,0.823679168340479,0.427981495783085,57,317,297,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45257044,42.14538389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,80,101,170,1815,NA,"Yes",96,24.5956385001941,29.8988923752804,41.366233
121,"G03",10,"G030015_new","Grayback Creek","GB03_010_01_new","1_new",1,86,"Hardwood","G","density",0.1,NA,"NO","LIDE",19.3886595509547,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,9.52755905511811,0.92548767389328,0.495097448277345,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,85,105,112,1810,NA,"Yes",101,8.729353,27.6015399251857,31.393853
122,"G04",5,"G040014_new","Grayback Creek","GB04_005_01_new","1_new",1,51,"Hardwood","G","density",0.1,NA,"NO","ARME",17.8889646505493,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,6.73228346456693,0.530957585899779,0.24720211196431,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1935,45,80,143,1855,NA,"Yes",56,12.6218392188629,13.3553881228343,16.6726262515128
123,"G04",13,"G040035_new","Grayback Creek","GB04_013_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",28.9650500771343,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,3.93700787401575,0.225043282266502,0.0845395547225848,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-74.647978679063,-37.3239893395315,-15.4908551985894,-51.4873579583693,-25.7436789791847,-10.6845921457581,1977,1988,1977,1988,1924,45,67,110,1857,NA,"Yes",54,12.6218392188629,16.432264578397,18.1065882909894
124,"G04",17,"G040047_003_new","Grayback Creek","GB04_017_06_003_new","6_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",57.9376202292372,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,2.95275590551181,0.14202476352394,0.0475534995314539,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1934,79,103,263,1831,NA,"Yes",80,28.1724805411793,34.6877641034744,45.9056185357705
125,"G04",18,"G040048_new","Grayback Creek","GB04_018_01_new","1_new",1,50,"Hardwood","G","density",0.1,NA,"NO","ARME",21.0952255990044,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,5.90551181102362,0.430538573855914,0.190213998125816,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1934,45,78,143,1856,NA,"Yes",55,12.6218392188629,13.4379346791714,16.6726262515128
126,"G04",19,"G040051_new","Grayback Creek","GB04_019_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",12.1690380233149,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,3.4367531496063,0.181066181539767,0.0644204965428123,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-103.21069954703,-51.6053497735151,-21.4181553194097,-68.4697684659897,-34.2348842329948,-14.2087607401629,1962,1980,1962,1980,1916,45,65,143,1851,NA,"Yes",60,12.6218392188629,14.0302304585964,16.6726262515128
127,"G04",20,"G040053_new","Grayback Creek","GB04_020_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",11.9177029052906,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,3,567,776,210,768,2.95275590551181,0.14202476352394,0.0475534995314539,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1938,45,65,143,1873,NA,"Yes",38,8.51973197531512,8.92977297114336,10.3102569415665
128,"G04",22,"G040056_new","Grayback Creek","GB04_022_01_new","1_new",1,92,"Hardwood","G","density",0.1,NA,"NO","ARME",17.4482446489389,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,13.9763779527559,1.7085646566002,1.06540973839137,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,45,80,143,1837,NA,"Yes",74,12.6218392188629,15.2640024510437,32
129,"G04",35,"G040079_new","Grayback Creek","GB04_035_01_new","1_new",1,73,"Hardwood","G","density",0.1,NA,"NO","ARME",27.249548681107,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,8.30708661417323,0.743221016368925,0.37637855158042,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,45,67,110,1874,NA,"Yes",37,5.01878933728249,7.96286736172699,11.5654617205998
130,"G04",38,"G040087_new","Grayback Creek","GB04_038_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",56.6120148705891,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,5.74803149606299,0.412316412659158,0.180204514846662,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1930,79,103,159,1827,NA,"Yes",84,30.3907074246862,38.1088198163722,45.9056185357705
131,"G04",40,"G040090_new","Grayback Creek","GB04_040_01_new","1_new",1,108,"Hardwood","G","density",0.1,NA,"NO","LIDE",44.1292534848258,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,3,567,776,210,768,6.65354330708661,0.521056455427938,0.241453422243174,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,79,101,159,1834,NA,"Yes",77,30.3907074246862,43.2782529311188,49.7
132,"G04",41,"G040093_new","Grayback Creek","GB04_041_01_new","1_new",1,102,"Hardwood","G","density",0.1,NA,"NO","LIDE",24.4261045925414,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,3,567,776,210,768,10.2755905511811,1.04445772207784,0.57589190072572,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,45,69,141,1865,NA,"Yes",46,6.89998724055801,10.0357840856436,18.1065882909894
133,"G04",47,"G040101_new","Grayback Creek","GB04_047_01_new","1_new",1,62,"Hardwood","G","density",0.1,NA,"NO","ARME",23.646366598463,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,7.67716535433071,0.655120865081644,0.321461656832629,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1934,45,69,141,1865,NA,"Yes",46,6.89998724055801,9.86960094489744,12.6218392188629
134,"G04",49,"G040104_new","Grayback Creek","GB04_049_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",25.9451886741639,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,7.08661417322835,0.576370920806797,0.273908157301175,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1925,45,68,141,1857,NA,"Yes",54,12.6218392188629,14.1475061782513,18.1065882909894
135,"G04",70,"G040133_new","Grayback Creek","GB04_070_01_new","1_new",1,90,"Hardwood","G","density",0.1,NA,"NO","LIDE",23.9674999061413,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,3,567,776,210,768,10.3937007874016,1.06373227477399,0.589206880594527,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,45,69,141,1861,NA,"Yes",50,9.91378163169715,11.4140386516003,18.1065882909894
136,"G04",75,"G040141_new","Grayback Creek","GB04_075_01_new","1_new",1,52,"Hardwood","G","density",0.1,NA,"NO","LIDE",18.3182141557207,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,3,567,776,210,768,6.81102362204724,0.540928443472128,0.253018433329224,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,45,80,143,1854,NA,"Yes",57,12.6218392188629,14.085858248968,16.6726262515128
137,"G04",92,"G040162_new","Grayback Creek","GB04_092_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",26.5487362279952,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,3,567,776,210,768,4.88188976377953,0.317497821445598,0.129988019341446,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1941,45,68,141,1873,NA,"Yes",38,5.01878933728249,7.63135015800957,10.3102569415665
138,"G04",95,"G040169_new","Grayback Creek","GB04_095_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",52.5925815784223,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,5.90551181102362,0.430538573855914,0.190213998125816,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1929,79,103,159,1826,NA,"Yes",85,19.986387921351,31.5593589270413,45.9056185357705
139,"G05",38,"G050087_new","Grayback Creek","GB05_038_01_new","1_new",1,45,"Hardwood","G","density",0.1,NA,"NO","LIDE",20.7515705513254,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1351937.625,"Mid Slope",NA,2014,3,567,804,236,627,4.7244094488189,0.301270110735157,0.121736958800522,69,463,466,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45793745,42.14233661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943,53,117,137,1826,NA,"Yes",85,16.6726262515128,30.1692177462874,32
140,"G05",50,"G050098_new","Grayback Creek","GB05_050_01_new","1_new",1,26,"Hardwood","G","density",0.1,NA,"NO","LIDE",12.4040907714379,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1351937.625,"Mid Slope",NA,2014,3,567,804,236,627,3.93700787401575,0.225043282266502,0.0845395547225848,69,463,466,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45793745,42.14233661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,53,72,137,1872,NA,"Yes",39,8.51973197531512,9.29183141225241,10.3102569415665
141,"G05",52,"G050100_001_new","Grayback Creek","GB05_052_01_001_new","1_new",1,42,"Hardwood","G","density",0.1,NA,"NO","QUCH",15.7030748591662,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1351937.625,"Mid Slope",NA,2014,3,567,804,236,627,4.37871161417323,0.26678054104155,0.104573122373905,69,463,466,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45793745,42.14233661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943,53,111,137,1832,NA,"Yes",79,14.2192334541851,16.6915469378071,32
142,"G05",54,"G050103_new","Grayback Creek","GB05_054_01_new","1_new",1,42,"Hardwood","G","density",0.1,NA,"NO","LIDE",19.6987865466535,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1351937.625,"Mid Slope",NA,2014,3,567,804,236,627,4.37007874015748,0.26593948259393,0.104161185373697,69,463,466,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45793745,42.14233661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,53,117,137,1807,NA,"Yes",104,8.729353,16.4209728856568,31.393853
143,"G06",2,"G060012_new","Grayback Creek","GB06_002_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",35.3787509587176,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365462,"Ridge Top",NA,2014,3,553,758,205,672,2.95275590551181,0.14202476352394,0.0475534995314539,69,493,484,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45627471,42.1428335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,85,101,215,1816,NA,"Yes",95,19.986387921351,28.5366653006401,31.393853
144,"G06",4,"G060015_new","Grayback Creek","GB06_004_01_new","1_new",1,60,"Hardwood","G","density",0.1,NA,"NO","LIDE",22.5119266198398,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365462,"Ridge Top",NA,2014,3,553,758,205,672,4.68503937007874,0.297263229453207,0.119716463442652,69,493,484,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45627471,42.1428335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,84.925,98,215,1819,NA,"Yes",92,21.4586833795809,30.6559789739418,32
